collection,task_ID,description,dtype,expression,name,scientific_field,support
SynEq,syneq_415,Unbiased expression of complexity 13,float,(x_0 - sin(x_0))*sin(x_0)/(x_0*(x_0**(3/2)*sin(x_0) + x_0**(3/2))),syneq_1371,Others,"[[238.94357561436098, 243.24315463965004]]"
SynEq,syneq_416,Unbiased expression of complexity 9,float,2*x_0 + x_1 + exp((-5.09893*x_1 + 5.09893*exp(x_1))/x_2),syneq_1372,Others,"[[-1100.0, 900.0], [-1100.0, 900.0], [-1100.0, 0.0]]"
SynEq,syneq_417,Unbiased expression of complexity 15,float,-sqrt(x_0) - x_0*exp(x_0) + x_0 + (sqrt(x_0) - x_0)**2*exp(-x_0) - exp(x_0),syneq_1373,Others,"[[1.010103861229041e-10, 19.98217754010105]]"
SynEq,syneq_418,Unbiased expression of complexity 12,float,x_0**(3/2) - 2*sqrt(x_0) - x_0**2*exp(sqrt(x_0)),syneq_1374,Others,"[[1.010103861229041e-10, 164.38807394010098]]"
SynEq,syneq_419,Unbiased expression of complexity 10,float,(-sqrt(-x_0 - 2.74804) - 2.74804/x_1)/(-x_0 - 2.74804),syneq_1375,Others,"[[-1100.0, -2.7480399999999987], [-1100.0, 900.0]]"
SynEq,syneq_420,Unbiased expression of complexity 15,float,(x_0*(73.0300139776 + 8.54576*sin(x_0)/x_0)/sin(x_0) + sqrt(x_1)/x_2 - x_2)/sqrt(x_1),syneq_1376,Others,"[[-998.989898989899, 1001.010101010101], [8.601010103861233e-07, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_421,Unbiased expression of complexity 9,float,-sin(x_0 - (sqrt(x_0) - x_0)*(x_0 + cos(x_0))),syneq_1377,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_422,Unbiased expression of complexity 7,float,(x_1 + 1/sin(sqrt(x_2)))/(x_0*x_1),syneq_1378,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_423,Unbiased expression of complexity 10,float,sqrt(2)*sqrt(-sin(x_0)) + sin(sin(x_0)),syneq_1379,Others,"[[-97.389372259596, -94.24777960959602]]"
SynEq,syneq_424,Unbiased expression of complexity 15,float,(2.61408 - x_0)*(x_0 + (-x_0 - x_1 + cos(x_1))*(-sqrt(x_0) + 2*x_0 + 2*x_1 + 13.6546483210188) + 11.0405683210188),syneq_138,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_425,Unbiased expression of complexity 12,float,(x_0 - sqrt(x_1)*exp(-x_2) - x_1 + x_2)*exp(x_2)/sqrt(x_1),syneq_1380,Others,"[[-971.989898989899, 965.010101010101], [1.0101010103861233e-06, 943.131101010101], [-706.410898989899, 17.210111010101013]]"
SynEq,syneq_426,Unbiased expression of complexity 6,float,(log(x_1) + cos(x_0)/x_0)*log(x_0),syneq_1381,Others,"[[1.010101038612291e-08, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_427,Unbiased expression of complexity 15,float,(-log(log(x_1)) + 2*cos(cos(x_0)) + log(log(x_1))/(log(x_2)*cos(x_0)))/log(x_1),syneq_1382,Others,"[[-998.989898989899, 1001.010101010101], [1.0000005501010105, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_428,Unbiased expression of complexity 15,float,x_0 - cos(x_1) + (x_0 + cos(x_1))/(x_0*cos(x_1)**2) - sin(x_0 - x_1)/sqrt(x_0),syneq_1383,Others,"[[1.701010103861227e-07, 938.010101010101], [-953.989898989899, 947.010101010101]]"
SynEq,syneq_429,Unbiased expression of complexity 11,float,-sqrt(x_0)*log(x_0) + x_0**2 - 2*x_0*exp(-x_0)/x_1,syneq_1384,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_430,Unbiased expression of complexity 9,float,sqrt(x_0) + 2*x_0*x_1**2 + exp(-x_0 + x_1),syneq_1385,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 23.41989375010105]]"
SynEq,syneq_431,Unbiased expression of complexity 11,float,sqrt(x_0) + x_0 + x_1 - x_2 - 1/x_2 + 1/sqrt(x_0),syneq_1386,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_432,Unbiased expression of complexity 5,float,sqrt(x_1) - x_2 + exp(x_0),syneq_1387,Others,"[[-998.989898989899, 23.02585088010104], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_433,Unbiased expression of complexity 9,float,(-x_0 - 2*x_1 + (x_0 + 2*x_1)/log(x_1))/(x_1 + x_2),syneq_1388,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_434,Unbiased expression of complexity 14,float,x_0 + x_1*sqrt(-x_0) + sqrt(-x_0) - sqrt(-x_0)/x_1,syneq_1389,Others,"[[-1100.0, 0.0], [-1100.0, 900.0]]"
SynEq,syneq_435,Unbiased expression of complexity 12,float,(-2*x_0 - 8.20633*x_1 + 2*log(x_1))*(-x_0 - 8.20633*x_1 + 2*log(x_1)),syneq_139,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_436,Unbiased expression of complexity 15,float,sqrt(x_0*(x_0 + x_1 - 5.1199/x_1)) + (x_0 + log(-5.1199/x_1))/log(-5.1199/x_1),syneq_1390,Others,"[[-1100.0, 0.0], [-1100.0, -2.0276827899999996]]"
SynEq,syneq_437,Unbiased expression of complexity 12,float,-sqrt(x_0) - sqrt(x_0)*exp(-x_0) + 2*exp(x_0) + sin(x_0),syneq_1391,Others,"[[1.010103861229041e-10, 22.33270374010103]]"
SynEq,syneq_438,Unbiased expression of complexity 14,float,x_0*(-x_0 + x_1 - log(sin(x_0)) - 0.953925302482523 - (-x_0 + x_1 - log(x_0) - sin(x_0))/(x_0*x_1)),syneq_1392,Others,"[[0.5067740747380824, 3.14159265010101], [-998.989898989899, -3.0161118047544733e-10]]"
SynEq,syneq_439,Unbiased expression of complexity 13,float,x_0**(3/2)*(-0.137353203763478*sqrt(x_0) - 1.0)*(7.2805*sqrt(x_0) + 8.01708669768365),syneq_1393,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_440,Unbiased expression of complexity 14,float,x_0*(sin(x_0)*sin(x_1) + cos(sin(x_1))/sin(x_1))*cos(sin(x_1))/log(x_1),syneq_1394,Others,"[[-998.989898989899, 1001.010101010101], [1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_441,Unbiased expression of complexity 4,float,sqrt(x_0)*(x_0 + 3.94914),syneq_1395,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_442,Unbiased expression of complexity 15,float,(x_1*sqrt(log(x_1)/x_1) - x_1 - log(x_1)/x_1)/(x_0 + log(x_1) - log(x_1)/x_1),syneq_1396,Others,"[[-4.821058143594655, 1001.010101010101], [128.86465278652435, 128.86665300586947]]"
SynEq,syneq_443,Unbiased expression of complexity 5,float,x_0*log(-x_0) + 1/x_0,syneq_1397,Others,"[[-1100.0, -1.3164935808163136e-10]]"
SynEq,syneq_444,Unbiased expression of complexity 15,float,x_1 + x_2 + 2.2744 + 0.439676398170946*sin(x_0)/(x_2 + sqrt(sin(x_0)) + cos(x_2)/x_2 + 2.2744/x_2),syneq_1398,Others,"[[-100.53096490999997, -97.38937227000008], [-1100.0, 900.0], [-1100.0, 900.0]]"
SynEq,syneq_445,Unbiased expression of complexity 10,float,log(x_0*(0.871285366042871 - 2*x_0)*(-x_0 - 5.22537)/(0.191374007964986*x_0 - 0.166741372580864)),syneq_1399,Others,"[[-1100.0, -5.225370000000005]]"
SynEq,syneq_446,Unbiased expression of complexity 5,float,(-exp(x_0) + log(x_0))/log(x_0),syneq_14,Others,"[[1.0000000009236842, 23.34908988853031]]"
SynEq,syneq_447,Unbiased expression of complexity 4,float,x_1*x_2 - log(sin(x_0)),syneq_140,Others,"[[-100.53096490999997, -97.38937227000008], [-1100.0, 900.0], [-1100.0, 900.0]]"
SynEq,syneq_448,Unbiased expression of complexity 15,float,sin(x_1)*cos(x_2)/(x_1*(-x_0 + log(x_1))*(-x_0 + 2*log(x_1))*(x_0 - x_2 - sin(x_1))),syneq_1400,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_449,Unbiased expression of complexity 8,float,sqrt(x_0) - x_0*(x_1 + x_2)/log(x_1) - x_1,syneq_1401,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_450,Unbiased expression of complexity 11,float,(-log(x_0) - 0.45020480763108)*exp(x_0)*sin(x_0) + exp(x_0)*sin(x_0),syneq_1402,Others,"[[1.010103861229041e-10, 22.617070260101038]]"
SynEq,syneq_451,Unbiased expression of complexity 9,float,x_1 + 1.43524*x_2 - (x_1 + sin(x_2))/log(x_0) + sin(x_2),syneq_1403,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_452,Unbiased expression of complexity 5,float,log(log(x_0)) + sin(cos(x_0)),syneq_1404,Others,"[[1.0000000001010105, 1001.010101010101]]"
SynEq,syneq_453,Unbiased expression of complexity 12,float,((x_0 - x_1)*log(x_0) + exp(x_0)*cos(x_0))/(2*log(x_0) - cos(x_0)),syneq_1405,Others,"[[1.010103861229041e-10, 24.787654430101046], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_454,Unbiased expression of complexity 15,float,x_0**2*(sqrt(x_0) - x_1 + exp(x_0))*(sqrt(x_0) + x_0 - 2*x_1 + exp(x_0)),syneq_1406,Others,"[[1.010103861229041e-10, 9.262301010101007], [-203.39101918989897, 1001.010101010101]]"
SynEq,syneq_455,Unbiased expression of complexity 15,float,2*x_0 - 2*x_1*log(x_0) + 4*x_1 + 2*log(x_0) + (x_0 + 2*x_1)/(x_0 + x_1),syneq_1407,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_456,Unbiased expression of complexity 4,float,x_1*sin(log(x_2))/x_0,syneq_1408,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_457,Unbiased expression of complexity 5,float,-x_0 + x_1*x_2 - 2*log(x_0),syneq_1409,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_458,Unbiased expression of complexity 10,float,(1 - sin(x_0))*(x_0*sin(x_0) + log(-x_0*sin(x_0))),syneq_141,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_459,Unbiased expression of complexity 9,float,sqrt(x_0)/((-x_0 + 0.72851 - 0.72851/x_0)*cos(0.72851/x_0)),syneq_1410,Others,"[[0.7275303136518119, 743.6149648225282]]"
SynEq,syneq_460,Unbiased expression of complexity 15,float,(1/x_2 + 1/x_1)*(x_0 - x_1 + (x_0 - x_1)*(-x_1 + log(x_1)) + 1/(x_2*(-x_1 + log(x_1)))),syneq_1411,Others,"[[-998.989898989899, 1001.010101010101], [1.9010101038612262e-07, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_461,Unbiased expression of complexity 14,float,-x_0*(cos(x_0 + 5.96254) + 5.96254)/(-x_0 + log(x_2) - 5.96254) - 0.167713759572263*x_1*(-x_0 - 5.96254),syneq_1412,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_462,Unbiased expression of complexity 11,float,x_0*x_1*(-x_1 + sin(x_0))*(-sqrt(x_2) + sqrt(log(x_2))),syneq_1413,Others,"[[-758.989898989899, 752.020111010101], [-739.089898989899, 741.010101010101], [1.0000000001010105, 763.210214210101]]"
SynEq,syneq_463,Unbiased expression of complexity 4,float,log(x_0)/x_0 + 1/x_0,syneq_1414,Others,"[[1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_464,Unbiased expression of complexity 13,float,sqrt(x_0)*(x_1 + x_1/x_0)*sin(x_1)/(-x_1/x_0 + 1/(x_0*cos(x_0))),syneq_1415,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_465,Unbiased expression of complexity 10,float,-x_0 + 2*log(x_0) - 4.20049 + x_1*log(x_0)/sqrt(x_0),syneq_1416,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_466,Unbiased expression of complexity 13,float,(x_0 + log(x_0))*exp((5.99358*x_0 + 5.99358*log(x_0))/(5.99358*x_0**2 - x_0 - 5.99358)),syneq_1417,Others,"[[0.2654571369111675, 1.0219052036225937]]"
SynEq,syneq_467,Unbiased expression of complexity 12,float,x_0 + exp(1/x_1) - log(1/x_1) - 1/x_2 + 1/x_1 + 1/x_0,syneq_1418,Others,"[[-998.989898989899, 1001.010101010101], [0.043429450101010424, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_468,Unbiased expression of complexity 13,float,(sqrt(x_0)*(sqrt(x_0) + x_0) - x_1)/(0.19503*sqrt(x_0) - 0.19503*x_0),syneq_1419,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_469,Unbiased expression of complexity 8,float,log(x_0)*cos(log(x_0)/sin(x_0))/sin(x_0),syneq_142,Others,"[[546.6371217255457, 549.0176470207471]]"
SynEq,syneq_470,Unbiased expression of complexity 9,float,2.9454*sqrt(x_0) + (2.9454*cos(x_1) - 8.67538116)*cos(x_1),syneq_1420,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_471,Unbiased expression of complexity 7,float,-3.76625*x_0 + log(3.76625*x_0) - exp(x_2)/x_1,syneq_1421,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 22.361234120101027]]"
SynEq,syneq_472,Unbiased expression of complexity 7,float,(-x_0 + exp(x_0))*exp(-x_0/2)*log(x_0),syneq_1422,Others,"[[1.010103861229041e-10, 43.397340640100985]]"
SynEq,syneq_473,Unbiased expression of complexity 14,float,(x_1 - x_2 + exp(x_0))*(x_0 + x_2 + exp(exp(x_0)) + (x_0 + x_2 + exp(exp(x_0)))/x_2),syneq_1423,Others,"[[-1100.0, 2.765110119999999], [-1091.0, 891.0], [-1091.0, 891.0]]"
SynEq,syneq_474,Unbiased expression of complexity 5,float,x_0 - sqrt(x_1) + sin(x_1),syneq_1424,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_475,Unbiased expression of complexity 13,float,(sqrt(x_0) - x_0)*cos(x_0**(1/4))/(-1.36209*sqrt(x_0) - 3.7105783362),syneq_1425,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_476,Unbiased expression of complexity 10,float,log(x_1)/(x_0*(-x_1 + exp(log(x_1)/x_0) + log(x_1)/x_0)),syneq_1426,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_477,Unbiased expression of complexity 9,float,1/(sqrt(2)*sqrt(x_0) + 2*x_0**2),syneq_1427,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_478,Unbiased expression of complexity 12,float,sqrt((sqrt(x_0) - log(sqrt(x_0)))*log(sqrt(x_0))),syneq_1428,Others,"[[11.839936067880103, 974.419231485792]]"
SynEq,syneq_479,Unbiased expression of complexity 8,float,-x_1 + (x_0 + cos(x_2))/(sqrt(x_1) - cos(x_2)),syneq_1429,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_480,Unbiased expression of complexity 7,float,-sqrt(x_0) + 5*x_0 + 2*x_1 + 6,syneq_143,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_481,Unbiased expression of complexity 9,float,x_1 - x_2*(x_0 - x_1) - sin(x_1) + log(x_1)/(x_0*x_2),syneq_1430,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_482,Unbiased expression of complexity 14,float,sqrt(x_0)*((log(x_0)/cos(x_1) - sin(x_0))*cos(x_1)/log(x_0) - log(x_0)),syneq_1431,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_483,Unbiased expression of complexity 8,float,sqrt(x_0) - x_0 - 1.0*cos(sqrt(x_0)),syneq_1432,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_484,Unbiased expression of complexity 8,float,-9.73664*x_0*sqrt(cos(x_0))/(x_1 - 9.73664),syneq_1433,Others,"[[-100.9321945644559, -98.96016858999994], [9.736640000880243, 698.7150173191828]]"
SynEq,syneq_485,Unbiased expression of complexity 7,float,sqrt(-x_0) + cos(1/x_0)/x_0,syneq_1434,Others,"[[-1100.0, -9.325731298304163e-10]]"
SynEq,syneq_486,Unbiased expression of complexity 10,float,(-2*x_0**2 + x_0)/(sqrt(x_0) - 2*x_0**2 - x_0),syneq_1435,Others,"[[3.7763013421085816, 1001.010101010101]]"
SynEq,syneq_487,Unbiased expression of complexity 6,float,(x_0 - x_1 + cos(x_1))*log(x_2)/x_0,syneq_1436,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_488,Unbiased expression of complexity 12,float,(x_1*cos(x_0) + (x_0 + x_1)*(x_1 - 7.82063) - log(x_1 - 7.82063))/log(cos(x_0)),syneq_1437,Others,"[[10.995574291111128, 12.56421111111111], [7.8206300011111205, 189.46664326111113]]"
SynEq,syneq_489,Unbiased expression of complexity 8,float,-x_0**(3/2) + sqrt(x_0) + exp(-x_0),syneq_1438,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_490,Unbiased expression of complexity 4,float,exp(exp(x_0))*cos(x_0),syneq_1439,Others,"[[-1100.0, 3.136618070000001]]"
SynEq,syneq_491,Unbiased expression of complexity 14,float,x_0 + (x_0 + 1/x_0)*(x_0 + (x_0 + 1/x_0)/x_0)/log(x_0) - (-x_0 + 1/x_0)/x_0,syneq_144,Others,"[[1.0000000003260539, 981.3113821659418]]"
SynEq,syneq_492,Unbiased expression of complexity 8,float,x_1*(sqrt(x_0) - x_0 - x_2)/(x_0*(x_0 + x_2)),syneq_1440,Others,"[[1.010101038612291e-08, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_493,Unbiased expression of complexity 4,float,1/(-x_0 - x_1 + log(x_2)),syneq_1441,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_494,Unbiased expression of complexity 15,float,-sqrt(x_0) + x_1*log(x_1*(cos(x_0) + cos(x_1)))/cos(x_1) - cos(x_0) - cos(x_1),syneq_1442,Others,"[[1.010103861229041e-10, 2.02110201010101], [1.010103861229041e-10, 1.1213073501010098]]"
SynEq,syneq_495,Unbiased expression of complexity 6,float,6.03612789791601*sqrt(-1/x_0) + 9.10871,syneq_1443,Others,"[[-1100.0, -5.363745003705844e-10]]"
SynEq,syneq_496,Unbiased expression of complexity 13,float,-sin(x_0) + cos(x_0)/(sqrt(x_0) - exp(1/x_0)) + exp(1/x_0)/x_0,syneq_1444,Others,"[[2.3457507553800667, 439.0724324953652]]"
SynEq,syneq_497,Unbiased expression of complexity 8,float,(-0.183397400158455*x_1 + 0.183397400158455*sqrt(1/x_1))/cos(x_0),syneq_1445,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_498,Unbiased expression of complexity 9,float,(x_0 + log(cos(x_2)))/((x_1*x_2 + x_1)*log(cos(x_2))),syneq_1446,Others,"[[-1082.0, 891.0], [-1100.0, 900.0], [-102.10176124, -98.96016858999994]]"
SynEq,syneq_499,Unbiased expression of complexity 9,float,x_0*exp(x_1)/(-x_0 - sqrt(x_1) + x_1 + exp(x_1)),syneq_1447,Others,"[[-862.591909989899, 866.221203110101], [1.010103861229041e-10, 703.140101010101]]"
SynEq,syneq_500,Unbiased expression of complexity 10,float,x_0 + x_0*(sqrt(x_2) - 0.22879002109444*exp(x_1))/x_2 + x_0/x_1,syneq_1448,Others,"[[-989.989898989899, 992.010101010101], [-998.989898989899, 17.367504220101033], [0.00010101010101038616, 1001.010101010101]]"
SynEq,syneq_501,Unbiased expression of complexity 5,float,-sqrt(x_0)*cos(x_0),syneq_1449,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_502,Unbiased expression of complexity 12,float,(-3.13342*x_1*x_2 - 3.13342*log(x_1) + 9.8183208964/(x_0*(x_1*x_2 + log(x_1))))/x_0,syneq_145,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_503,Unbiased expression of complexity 5,float,x_0*log(x_1) - x_0 + sin(x_1),syneq_1450,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_504,Unbiased expression of complexity 5,float,x_0*x_1**(3/2)*cos(x_1),syneq_1451,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_505,Unbiased expression of complexity 11,float,sin(x_0)/((log(x_0)*sin(x_1) + sin(x_1))*log(x_0)*sin(x_1)),syneq_1452,Others,"[[1.010103861229041e-10, 992.010101010101], [-989.989898989899, 992.010101010101]]"
SynEq,syneq_506,Unbiased expression of complexity 5,float,x_0 + sqrt(x_0 - 0.32051) - 0.32051,syneq_1453,Others,"[[0.32051000010101044, 1001.010101010101]]"
SynEq,syneq_507,Unbiased expression of complexity 4,float,(-1.25825050117116*x_1 + log(x_0))/x_0,syneq_1454,Others,"[[1.010101038612291e-08, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_508,Unbiased expression of complexity 9,float,sin(x_1**2/(x_2*log(sin(x_0))*sin(x_0)**2)),syneq_1455,Others,"[[-100.53096490999997, -97.38937227000008], [-1100.0, 900.0], [-1100.0, 900.0]]"
SynEq,syneq_509,Unbiased expression of complexity 4,float,-12.9606310205221*x_0 - log(x_0),syneq_1456,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_510,Unbiased expression of complexity 15,float,x_0*(-log(x_0) + (1.38287 + 1/x_0)/x_0) + (-x_0 - 1.38287)/(x_0*log(x_0) - 1.38287 - 1/x_0),syneq_1457,Others,"[[2.251354873778041, 849.0930710860526]]"
SynEq,syneq_511,Unbiased expression of complexity 4,float,x_1/(x_0*sqrt(x_2)),syneq_1458,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
